gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant	differentiation	diff_expr
DKFZp586G0322	186.99443125252932	1.094702437499153	0.43833570266603994	2.4974065102180076	0.01251054487030245	0.02334879956187256	TRUE	Healthy vs. Pre treatment	NA
PHTF2	875.8745028654079	1.094134980229592	0.21886087258716264	4.999226071320018	5.756088314890382e-7	3.0642008079720265e-6	TRUE	Healthy vs. Pre treatment	NA
C18orf32	400.17624749651475	1.0940776916528367	0.20363872265960103	5.3726407107830765	7.759183723584927e-8	5.081265243289077e-7	TRUE	Healthy vs. Pre treatment	NA
AK095210	44.094304298132435	1.0940296083497678	0.312687584326261	3.498794525874899	4.673665951659294e-4	0.00122565464111016	TRUE	Healthy vs. Pre treatment	NA
IRAK3	1722.305470716272	1.093390923073414	0.1838593152892876	5.9468889098877185	2.7328674467367103e-9	2.6191876592658885e-8	TRUE	Healthy vs. Pre treatment	NA
FAM198B	3061.083398554639	1.0921924512976244	0.19748853351764523	5.530409446278252	3.1948418887827454e-8	2.3001215379639042e-7	TRUE	Healthy vs. Pre treatment	NA
DNAH7	114.94785063888445	1.0919730871378246	0.326990463268154	3.3394646321606443	8.394003884577582e-4	0.00207552913647101	TRUE	Healthy vs. Pre treatment	NA
RECQL	1262.4037844988509	1.091895561463761	0.16189613562129138	6.744420163418423	1.536393408801383e-11	2.676170211003014e-10	TRUE	Healthy vs. Pre treatment	NA
GIMAP5	491.2275656506857	1.0910202039979415	0.27332117876451545	3.9917148350144087	6.559722452419053e-5	2.1278500490986237e-4	TRUE	Healthy vs. Pre treatment	NA
CD8A	79.1193559023859	1.0907573003849618	0.4843479750961895	2.2520116867802367	0.02432153348939636	0.04209835559561829	TRUE	Healthy vs. Pre treatment	NA
ZNF860	49.56351248737094	1.0879129325707526	0.29457591207444694	3.6931496703498583	2.2149357201132745e-4	6.301099130473496e-4	TRUE	Healthy vs. Pre treatment	NA
SIRPB1	89.06908712119392	1.0877249948424803	0.37168879187227377	2.926440125792826	0.00342865496388473	0.0073676721683565	TRUE	Healthy vs. Pre treatment	NA
RASGRF1	6.765377351627505	1.0874890679179845	0.4510299804844329	2.4111236835075944	0.01590345423750455	0.02890878806243161	TRUE	Healthy vs. Pre treatment	NA
SLC46A3	432.1640529564077	1.0870770133587406	0.19477476651081913	5.581200444146634	2.3886416823419495e-8	1.7847295625779557e-7	TRUE	Healthy vs. Pre treatment	NA
UGGT2	852.0200445726922	1.0865574379633105	0.2231983987101561	4.868123804841032	1.1266274460454814e-6	5.5962314555854905e-6	TRUE	Healthy vs. Pre treatment	NA
TRAPPC13	290.24375276116825	1.0865292291639057	0.21176859398867895	5.130738268121056	2.886079782815476e-7	1.6541050873616622e-6	TRUE	Healthy vs. Pre treatment	NA
ERLEC1	1179.3769194889726	1.0862363424695338	0.13995851681777094	7.761130706206592	8.417550915359953e-15	3.8292026384966523e-13	TRUE	Healthy vs. Pre treatment	NA
ZNF98	8.436098078237471	1.0860548334236473	0.4604791493879967	2.358532052682682	0.01834737525339677	0.03277469714635403	TRUE	Healthy vs. Pre treatment	NA
UBA6	1255.9754319160415	1.085922392945293	0.22192075607806863	4.89328899259554	9.916462576546183e-7	4.986527621075061e-6	TRUE	Healthy vs. Pre treatment	NA
TPX2	98.43024680921562	1.0857544605195837	0.34010763371598196	3.1923848596302857	0.00141103187992141	0.00331665400181961	TRUE	Healthy vs. Pre treatment	NA
RP13-192B19.2:ENSG00000260585	14.141175376351796	1.0855278828368748	0.4738979295001945	2.2906364752041597	0.0219844474911924	0.03845116035186111	TRUE	Healthy vs. Pre treatment	NA
KIF4A	56.0494448970518	1.0852083113023137	0.3317809930697466	3.270857384751339	0.00107221967595112	0.00259286550640127	TRUE	Healthy vs. Pre treatment	NA
SLC35A5	594.8818926229742	1.084642741032231	0.209815542884167	5.1695061582307575	2.3471340088379115e-7	1.375855209675708e-6	TRUE	Healthy vs. Pre treatment	NA
LOC389641	11.208552336298602	1.0845091949941896	0.3059105856371014	3.545183612183763	3.92339681790514e-4	0.00104886654578437	TRUE	Healthy vs. Pre treatment	NA
USP15	1745.8748863961723	1.084158239118202	0.24469658547780335	4.430622670934438	9.396137744489232e-6	3.718346154561074e-5	TRUE	Healthy vs. Pre treatment	NA
LRR1	72.99627877032508	1.0838170925482935	0.16564715727959317	6.542926002158528	6.032668462203735e-11	8.859236320508053e-10	TRUE	Healthy vs. Pre treatment	NA
LRRC40	342.126923989953	1.083633786301659	0.21545109453865152	5.0296044613839594	4.914926751175746e-7	2.664658596999689e-6	TRUE	Healthy vs. Pre treatment	NA
CDCA8	24.2594183064688	1.0836088097236365	0.33373261888602235	3.246937063990483	0.00116654182564397	0.00279298955341759	TRUE	Healthy vs. Pre treatment	NA
H3F3AP4	54.44277267915054	1.0829331763939205	0.3602300540240868	3.0062266162875733	0.00264511785943255	0.00582867527862569	TRUE	Healthy vs. Pre treatment	NA
CDCA2	35.425215533181365	1.082874507370225	0.3760416202321168	2.879666635575621	0.00398095860531541	0.00842127514637988	TRUE	Healthy vs. Pre treatment	NA
RP11-129K12.4:ENSG00000271835	5.231386778322695	1.0827451648975588	0.38922899040744463	2.781769065464887	0.00540634950402821	0.01103554238216591	TRUE	Healthy vs. Pre treatment	NA
TNFSF14	30.012264716470124	1.082694334800286	0.40229494228331447	2.691294920724614	0.00711752434522868	0.01412313793031225	TRUE	Healthy vs. Pre treatment	NA
KIAA1586	300.43220721425376	1.0820395657680677	0.23792771336066873	4.547766002053869	5.421836988655702e-6	2.280786093227832e-5	TRUE	Healthy vs. Pre treatment	NA
ATP11C	954.9843453822116	1.08145160344961	0.22963871371302988	4.709361004351626	2.4849460506575666e-6	1.1335827821108363e-5	TRUE	Healthy vs. Pre treatment	NA
ZDHHC13	102.74437897908103	1.0811203167938688	0.1907487573293019	5.667771218700318	1.4466694973205648e-8	1.1383065984347373e-7	TRUE	Healthy vs. Pre treatment	NA
ZNF845	372.2808640017431	1.0806611575201464	0.2190701554384775	4.93294559159444	8.099872336184953e-7	4.1553003610835e-6	TRUE	Healthy vs. Pre treatment	NA
ZNF675	202.1156506708276	1.0806042999611936	0.23549570012227736	4.588637072354642	4.461493107767729e-6	1.915944383777048e-5	TRUE	Healthy vs. Pre treatment	NA
LAIR1	1182.1678629679154	1.080515518522653	0.21680045293690048	4.98391725610064	6.230973379607206e-7	3.2932739875303045e-6	TRUE	Healthy vs. Pre treatment	NA
IL2RB	103.05893206489606	1.08047156374039	0.42966758804265215	2.5146685340229435	0.01191443417277303	0.02237932080407271	TRUE	Healthy vs. Pre treatment	NA
CDKN2B-AS1	9.568566882727238	1.0795375662888271	0.4002845814844473	2.6969251782953614	0.00699829929282819	0.01391337864285114	TRUE	Healthy vs. Pre treatment	NA
BC032407	10.06384192607219	1.0794389615421442	0.44817209484560494	2.4085367517449083	0.01601661358200845	0.02907665691672086	TRUE	Healthy vs. Pre treatment	NA
HRH2	68.7619540616968	1.0793218758400955	0.25370058364830905	4.254313728092558	2.0969113237635094e-5	7.629777232912576e-5	TRUE	Healthy vs. Pre treatment	NA
TMEM161B	208.9247775470874	1.0789747071367142	0.2621351806837001	4.116100343046423	3.853365980468678e-5	1.31775685216692e-4	TRUE	Healthy vs. Pre treatment	NA
TMBIM4	939.9132097038918	1.0780556754599009	0.20804410349718863	5.181861236814476	2.1968262915252827e-7	1.3025801481820566e-6	TRUE	Healthy vs. Pre treatment	NA
GLB1	807.9819216572048	1.0779733530631417	0.2113058386726522	5.101483990383725	3.370005327917407e-7	1.9063237194734643e-6	TRUE	Healthy vs. Pre treatment	NA
TEX30	46.0250635560068	1.077172087262492	0.24042498940260632	4.480283392915958	7.454399675462504e-6	3.0321379091645255e-5	TRUE	Healthy vs. Pre treatment	NA
ATP6V1A	1434.3324827598683	1.0771699873320808	0.1842486225237006	5.846285158487523	5.026720530919599e-9	4.5001226684356186e-8	TRUE	Healthy vs. Pre treatment	NA
ENTPD7	362.18330534765863	1.0769572567608452	0.1794146953716676	6.002614526808229	1.941652109990365e-9	1.9206762590662476e-8	TRUE	Healthy vs. Pre treatment	NA
HIF1A	2566.2629412420897	1.0766521070094894	0.193138485717838	5.574508379352233	2.482298584346508e-8	1.839251613954623e-7	TRUE	Healthy vs. Pre treatment	NA
CCNT2	1210.0460659695073	1.0750996812578504	0.27196447309992045	3.95308868472264	7.714882666473015e-5	2.450646635902544e-4	TRUE	Healthy vs. Pre treatment	NA
GABRB2	419.6991433653981	1.0744898729050218	0.3792525672860826	2.8331775855705654	0.00460877742655828	0.00959066970647942	TRUE	Healthy vs. Pre treatment	NA
PPIP5K2	1445.2571656323769	1.0740179650201307	0.20906368343295056	5.137276581872634	2.7874855624965733e-7	1.6060678965536222e-6	TRUE	Healthy vs. Pre treatment	NA
LPGAT1	2009.9610031054583	1.0732911748484235	0.19090548704397736	5.6221075227721355	1.8864178566553346e-8	1.4408519989861386e-7	TRUE	Healthy vs. Pre treatment	NA
UAP1	3817.3252581049815	1.0729569879936716	0.2636007968831767	4.070385980165255	4.6935308705660376e-5	1.5745182191586736e-4	TRUE	Healthy vs. Pre treatment	NA
TLR4	3510.1352087654905	1.0728071180773926	0.19287048102163856	5.562318880498006	2.662132693850928e-8	1.9554629224340217e-7	TRUE	Healthy vs. Pre treatment	NA
NPIPL1	286.07954101956443	1.072314653942004	0.3459265676064446	3.0998331852960193	0.00193629661519724	0.00440519866130185	TRUE	Healthy vs. Pre treatment	NA
SCN9A	977.2021021905164	1.0723089658552418	0.2321520467331921	4.618994236512703	3.856045667004464e-6	1.6829118539106273e-5	TRUE	Healthy vs. Pre treatment	NA
UBA3	542.0936846619211	1.071982741650473	0.2246893027556002	4.770955842150143	1.8335373739946012e-6	8.61331041611633e-6	TRUE	Healthy vs. Pre treatment	NA
SEC24A	1099.7504867365226	1.0719240361402171	0.17647446275447157	6.074102844169483	1.2468280520213723e-9	1.2986796339504828e-8	TRUE	Healthy vs. Pre treatment	NA
TXNDC11	844.4511287313733	1.0715308582373813	0.19316638743461015	5.547191063973856	2.9029546424240647e-8	2.1109552327307486e-7	TRUE	Healthy vs. Pre treatment	NA
ICAM4	8.875681517984166	1.0713229764495769	0.4213347770405512	2.542688225203085	0.01100033349405951	0.02087885925454087	TRUE	Healthy vs. Pre treatment	NA
ASCC3	1522.6833297073874	1.0711133485790674	0.16570640899768083	6.46392227710431	1.0202328855001061e-10	1.4103728249659063e-9	TRUE	Healthy vs. Pre treatment	NA
AX746823	375.2596669422027	1.0704636335754651	0.3853772838806259	2.777702989642355	0.00547446336506321	0.01116292899864499	TRUE	Healthy vs. Pre treatment	NA
CLHC1	91.84505930345576	1.070316673761114	0.388208368242089	2.7570674960145594	0.00583223113999734	0.01180380353147993	TRUE	Healthy vs. Pre treatment	NA
PUS10	150.4293834508424	1.0701018076940807	0.2454838986542698	4.359152732868934	1.3056696657182165e-5	4.994173705732114e-5	TRUE	Healthy vs. Pre treatment	NA
PCNA	338.7964954984096	1.0695728641914872	0.1625169907688829	6.5812987253285895	4.663565186810161e-11	7.149216192726768e-10	TRUE	Healthy vs. Pre treatment	NA
TXN	866.1715427451638	1.069198331902069	0.2758220017918888	3.876406976078698	1.0601031290043222e-4	3.24975353494022e-4	TRUE	Healthy vs. Pre treatment	NA
RP11-105N14.1:ENSG00000270659	3.976609543318867	1.0689999098323273	0.4856695028810302	2.201085107240489	0.02772999938752976	0.04728676819976198	TRUE	Healthy vs. Pre treatment	NA
C21orf91	403.81609963726976	1.0679223504209416	0.22064799223827303	4.839936858649116	1.2988038730510671e-6	6.330900214490887e-6	TRUE	Healthy vs. Pre treatment	NA
CCNC	563.6718346449037	1.067869238969636	0.18401046246654965	5.803307185121382	6.501951326925266e-9	5.59545402138078e-8	TRUE	Healthy vs. Pre treatment	NA
HIST1H2BL	45.39359275137702	1.0674159700778536	0.41334453031590246	2.5823880365903737	0.00981191937245659	0.01885743317396575	TRUE	Healthy vs. Pre treatment	NA
NCAM2	93.34691636067974	1.0670598922112418	0.38877464161408465	2.7446746212178463	0.00605709201001549	0.01222354037015507	TRUE	Healthy vs. Pre treatment	NA
RNF133	21.292116351434725	1.0667240664009283	0.36346909965362434	2.9348411389509756	0.00333718494128258	0.00718690681893962	TRUE	Healthy vs. Pre treatment	NA
DERA	328.18622568045805	1.0639827603444427	0.2194536444500052	4.84832577290296	1.245078140416196e-6	6.107064569879942e-6	TRUE	Healthy vs. Pre treatment	NA
PCED1B-AS1:ENSG00000247774	78.83796474465827	1.06375244359228	0.3353585447570063	3.1719855069237983	0.00151400562543791	0.00353533055260726	TRUE	Healthy vs. Pre treatment	NA
ZMYM6	833.3035066196112	1.0636876022970116	0.20167748518657652	5.274201040899382	1.3333567959670538e-7	8.272055910533314e-7	TRUE	Healthy vs. Pre treatment	NA
PLEK2	31.620942499509052	1.0633595151686923	0.39203360301469786	2.7124193104661636	0.00667940409892923	0.01333903252467124	TRUE	Healthy vs. Pre treatment	NA
AP000525.9:ENSG00000206195	40.594269375490974	1.0632389562035862	0.4848528733919123	2.192910498323803	0.02831382818532098	0.048210144058658	TRUE	Healthy vs. Pre treatment	NA
DOCK2	2539.168340464375	1.0631619572812616	0.22245546273274283	4.77921263079316	1.7598300530450718e-6	8.304954322705585e-6	TRUE	Healthy vs. Pre treatment	NA
POC1B	322.81619264653284	1.062945022693699	0.1929619576689934	5.508572961915493	3.6175429864769545e-8	2.5713211612818205e-7	TRUE	Healthy vs. Pre treatment	NA
SRP54	656.6612373302111	1.062173141009369	0.16658134028177102	6.376303247486853	1.814135486762176e-10	2.353203200036799e-9	TRUE	Healthy vs. Pre treatment	NA
SH3BGRL	2695.437248993941	1.0617419168407731	0.2354491238277649	4.509432439499991	6.5001290448893394e-06	2.6870038936407516e-5	TRUE	Healthy vs. Pre treatment	NA
CEP135	330.5191836808749	1.0612406835222865	0.19137261614544016	5.545415561000432	2.9325683347079137e-8	2.129323281188623e-7	TRUE	Healthy vs. Pre treatment	NA
C12orf4	375.846751035053	1.061163866586963	0.1944562756351249	5.457082128725515	4.8402251191039754e-8	3.34202765812894e-7	TRUE	Healthy vs. Pre treatment	NA
EEF1E1	109.96339286249597	1.0610306553916566	0.2398805884810105	4.4231617994202574	9.726684176696068e-6	3.839057085963515e-5	TRUE	Healthy vs. Pre treatment	NA
C9orf47	122.26918141430176	1.0601960088897875	0.4046000819149854	2.6203553985254904	0.00878381727624902	0.01707275931445819	TRUE	Healthy vs. Pre treatment	NA
RP11-359J14.2:ENSG00000256973	40.1026868128549	1.059948663554978	0.338810793009066	3.128438306646906	0.00175737899333127	0.0040401701514644	TRUE	Healthy vs. Pre treatment	NA
CHML	397.47466581745897	1.0598964358042222	0.2569068298063685	4.125606300942134	3.697593422473387e-5	1.272943064713163e-4	TRUE	Healthy vs. Pre treatment	NA
KLRG1	45.5874073055932	1.059663877090522	0.30976586594432337	3.420854243769337	6.24247786226106e-4	0.00159328169968278	TRUE	Healthy vs. Pre treatment	NA
COQ2	118.83356827099738	1.0588663199109094	0.2804030072628012	3.776230256041839	1.592198136289393e-4	4.6968764506042553e-4	TRUE	Healthy vs. Pre treatment	NA
HLA-DRB1	13794.852571413056	1.058239721774561	0.31304537915489217	3.380467472899362	7.23626395145797e-4	0.00181705467464017	TRUE	Healthy vs. Pre treatment	NA
ABCE1	931.9046417089672	1.0581369363835849	0.20450331342061945	5.174179912709894	2.2891417086130446e-7	1.3487319566921614e-6	TRUE	Healthy vs. Pre treatment	NA
LINC00240:ENSG00000224843	8.331649814847296	1.0579370001588404	0.3445070760379986	3.0708716126404076	0.00213434904571742	0.00481101655718811	TRUE	Healthy vs. Pre treatment	NA
AK299432	10.68664312553285	1.0574206344575794	0.4371952260052903	2.418646342777732	0.0155783778453542	0.0283864600869095	TRUE	Healthy vs. Pre treatment	NA
ASF1B	17.28538622068422	1.0568926551393123	0.3923966105989185	2.693429623477551	0.00707210740256298	0.01404569271321449	TRUE	Healthy vs. Pre treatment	NA
NMI	310.96550521123305	1.0566723879072992	0.16526366224274294	6.393857993750831	1.6175166021010572e-10	2.13496911293514e-9	TRUE	Healthy vs. Pre treatment	NA
ADGB	2.9249518904301137	1.0565897353877538	0.46369910616361854	2.2786106795188235	0.02269021853894996	0.03955823216046347	TRUE	Healthy vs. Pre treatment	NA
ATG4C	254.25749529069913	1.0562400891353394	0.2082374098118838	5.072287876081051	3.9306117106787705e-7	2.181801806827112e-6	TRUE	Healthy vs. Pre treatment	NA
MIR100HG	322.85255933963464	1.0562074311210254	0.3636373712919867	2.90456238688661	0.00367766901828773	0.00784930536461826	TRUE	Healthy vs. Pre treatment	NA
SLC8A1	1539.9051571959917	1.0551464107760444	0.20916772808503797	5.044499074671167	4.547110337018693e-7	2.484525846436387e-6	TRUE	Healthy vs. Pre treatment	NA
RP11-506M13.3:ENSG00000244733	36.36483811006713	1.0550531799055811	0.3062402911683353	3.445180828036882	5.706774811077625e-4	0.0014678530187967	TRUE	Healthy vs. Pre treatment	NA
TM9SF2	2882.6387598638116	1.054802673834141	0.1602373686857116	6.582750843238216	4.618227148568588e-11	7.090827413905034e-10	TRUE	Healthy vs. Pre treatment	NA
RNU12:ENSG00000270022	42.028321026507314	1.054704143211053	0.2974984227023281	3.545242807106821	3.922515766080366e-4	0.00104877434254097	TRUE	Healthy vs. Pre treatment	NA
LRGUK	27.82520973957373	1.0544801769321317	0.2398314445942907	4.396755307528318	1.0988109762451676e-5	4.274829257424766e-5	TRUE	Healthy vs. Pre treatment	NA
THAP9-AS1	240.38697926257953	1.0539379568772782	0.2992248040686294	3.522227912080276	4.279360706475141e-4	0.00113272766954479	TRUE	Healthy vs. Pre treatment	NA
PRPF39	571.3958474224412	1.0532958117354472	0.298832268793904	3.5247057353831988	4.239534578256488e-4	0.00112385873269108	TRUE	Healthy vs. Pre treatment	NA
CD33	319.2268859252811	1.0531715271017443	0.224507884590808	4.691022451266124	2.7184313610444348e-6	1.2269320686061418e-5	TRUE	Healthy vs. Pre treatment	NA
TBK1	588.8822219430539	1.0526920071948096	0.2057384404524085	5.116652021275134	3.110066335058088e-7	1.771062811646907e-6	TRUE	Healthy vs. Pre treatment	NA
BIRC2	1292.3429185865823	1.0524534789282791	0.2087309733009404	5.042152883611057	4.60323271483188e-7	2.5123837928243976e-6	TRUE	Healthy vs. Pre treatment	NA
RMI1	115.13496393142724	1.0518637445452752	0.2685204603890818	3.9172573405435913	8.956212557728142e-5	2.7981548289685384e-4	TRUE	Healthy vs. Pre treatment	NA
ID2	578.1091170572669	1.0516573781111993	0.16449496158232155	6.393249787075678	1.6239664334859176e-10	2.142036912030886e-9	TRUE	Healthy vs. Pre treatment	NA
GBP1P1	33.41085827321172	1.051486119517526	0.3727539996302889	2.820858047292393	0.0047895391564328	0.00992249263280894	TRUE	Healthy vs. Pre treatment	NA
IL27RA	148.58822027622892	1.051142309457175	0.25554737902895436	4.113297164116394	3.900477639921416e-5	1.3322375260084305e-4	TRUE	Healthy vs. Pre treatment	NA
CCL5	210.0656246381838	1.0511191568909946	0.3971858679536896	2.6464163045537945	0.00813496331093303	0.01592235514560347	TRUE	Healthy vs. Pre treatment	NA
NUDCD1	277.7617609635669	1.0509901814581808	0.25084387820488646	4.18981794165909	2.791783563549912e-5	9.869885828049852e-5	TRUE	Healthy vs. Pre treatment	NA
MIR17HG	144.63903725704057	1.0493397563441145	0.34951844713082103	3.0022442733941244	0.00267997033739236	0.00589750250531354	TRUE	Healthy vs. Pre treatment	NA
HSD17B11	1057.5804889330748	1.049257539385309	0.2000194811810695	5.245776727295172	1.556252775235531e-7	9.533936904598252e-7	TRUE	Healthy vs. Pre treatment	NA
SLC30A7	1377.9937524244078	1.0483844813007264	0.17712519096995952	5.918889772593288	3.241220923368499e-9	3.039382669319809e-8	TRUE	Healthy vs. Pre treatment	NA
CISD2	296.61147864527004	1.0465857550691495	0.1769931447449416	5.913142887976518	3.356407654750736e-9	3.1338754240849234e-8	TRUE	Healthy vs. Pre treatment	NA
IRAK4	538.5344505211408	1.045842862879517	0.1485161569744166	7.041946709270658	1.8957233721671676e-12	4.190084167566324e-11	TRUE	Healthy vs. Pre treatment	NA
PGM3	1136.024927111096	1.0458362841046016	0.17966720688824545	5.820963670655384	5.850928760419654e-9	5.1162278713709823e-8	TRUE	Healthy vs. Pre treatment	NA
NDUFA5	670.9994968368467	1.0458299601165706	0.2017844360909248	5.182906969323025	2.1845401664181347e-7	1.296474217090568e-6	TRUE	Healthy vs. Pre treatment	NA
ADTRP	53.09089266656274	1.0457815053749795	0.3956366572470708	2.643287688890518	0.00821052398441376	0.01604776775171039	TRUE	Healthy vs. Pre treatment	NA
C2orf43	240.93252860388785	1.0456809658849775	0.21260811263554044	4.918349318483049	8.727706205114021e-7	4.44012122440144e-6	TRUE	Healthy vs. Pre treatment	NA
LCP2	471.859729592304	1.045426902984569	0.23041942831306472	4.53706057096963	5.704372689168564e-6	2.385216726353736e-5	TRUE	Healthy vs. Pre treatment	NA
CLIC2	861.9754401657832	1.044659854676156	0.2066682038050309	5.054768152248903	4.30913921536847e-7	2.3703901066316825e-6	TRUE	Healthy vs. Pre treatment	NA
ZNF567	181.5040045780557	1.043973251195785	0.2742045842788216	3.807278619872503	1.405044191131632e-4	4.1966818480265e-4	TRUE	Healthy vs. Pre treatment	NA
NCKAP1L	2224.826901663974	1.043910377949839	0.23446664901569036	4.452276613037539	8.496461389610006e-6	3.4106152522503865e-5	TRUE	Healthy vs. Pre treatment	NA
HNMT	1200.718441388394	1.0438038139957049	0.20845744172956035	5.007275371583378	5.52059195667794e-7	2.95292040646916e-6	TRUE	Healthy vs. Pre treatment	NA
PPEF1	7.835694368671963	1.0431155952463935	0.3783783511058546	2.7568057004259554	0.00583690237254636	0.0118096449430471	TRUE	Healthy vs. Pre treatment	NA
DCAF13	302.50758563572316	1.0417575044720044	0.2038714584085132	5.109874195261572	3.223734006198646e-7	1.8304633061030976e-6	TRUE	Healthy vs. Pre treatment	NA
BACH1	2080.041969796016	1.0414962919487205	0.1771577626065219	5.878919876979631	4.129521821000352e-9	3.7658543748525824e-8	TRUE	Healthy vs. Pre treatment	NA
XRN1	2939.4823072381214	1.0412281920904578	0.21589861234977648	4.8227646336307535	1.415820020435503e-6	6.8314887567190116e-6	TRUE	Healthy vs. Pre treatment	NA
TEC	181.72841207557295	1.041047162381543	0.19429145885192903	5.358172554434998	8.406793095643144e-8	5.454238134125225e-7	TRUE	Healthy vs. Pre treatment	NA
SYK	1741.6307340981325	1.040808950020622	0.2265923081731627	4.5933110369537875	4.362680643124475e-6	1.876393932721149e-5	TRUE	Healthy vs. Pre treatment	NA
CTSH	1390.2574641728231	1.0403394841071951	0.24447041905181896	4.255482066673598	2.085990845679081e-5	7.595693769979244e-5	TRUE	Healthy vs. Pre treatment	NA
RAP1GDS1	450.9432974147627	1.0392703895724635	0.182109571721608	5.706841105316542	1.1509213012684245e-8	9.238067941777453e-8	TRUE	Healthy vs. Pre treatment	NA
SLA2	39.72352988589808	1.039220903712287	0.3802886940202724	2.7327157500424883	0.00628145166399631	0.0126177321831415	TRUE	Healthy vs. Pre treatment	NA
DCTN6	358.9347152132531	1.0391838369504764	0.26181350627477173	3.969175814252528	7.212165503788321e-5	2.3097113526457657e-4	TRUE	Healthy vs. Pre treatment	NA
C6orf211	357.93328886955476	1.039057083446406	0.2364798171613392	4.393851009862316	1.1136015077949516e-5	4.3272068124706094e-5	TRUE	Healthy vs. Pre treatment	NA
FAS	310.2744843440213	1.0385939866322142	0.2362741568044344	4.39571555636474	1.1040843659843466e-5	4.292783598294534e-5	TRUE	Healthy vs. Pre treatment	NA
ERI1	299.8183251911708	1.0385368029320825	0.17941900044943407	5.788332341227008	7.1088654720828804e-9	6.043308018227434e-8	TRUE	Healthy vs. Pre treatment	NA
RP1-151F17.2:ENSG00000272341	29.015640979744717	1.0384392991455396	0.3201452797107691	3.243650195572783	0.00118008575065469	0.00282023914093542	TRUE	Healthy vs. Pre treatment	NA
XK	10.430422685293443	1.0377536726764631	0.46512852486955736	2.2311116544991414	0.02567373394953432	0.04416920930403174	TRUE	Healthy vs. Pre treatment	NA
PSMA6	722.6207791517634	1.0372256558199535	0.23159446506966705	4.478628863206817	7.512401506701107e-6	3.051922863397307e-5	TRUE	Healthy vs. Pre treatment	NA
DNAJC3	2485.9401645955513	1.0367102617299866	0.17169108283286164	6.0382300852468065	1.5581378896502487e-9	1.5808472644942182e-8	TRUE	Healthy vs. Pre treatment	NA
LINS	277.16043373650416	1.036258276317205	0.2061145542419287	5.027584200099175	4.966974149461105e-7	2.690639195170553e-6	TRUE	Healthy vs. Pre treatment	NA
GAS5-AS1	10.79000746939627	1.0362424241192345	0.3112559799194572	3.329228965777235	8.70867789780479e-4	0.00214682354579659	TRUE	Healthy vs. Pre treatment	NA
TAS2R19	56.134774901861306	1.0356284851797397	0.4067639751459509	2.546018203328222	0.01089595062726238	0.02071490817570994	TRUE	Healthy vs. Pre treatment	NA
CYSLTR1	115.48521521764452	1.035111151407147	0.2706629466082119	3.824354845680017	1.3111496459290538e-4	3.939087424975921e-4	TRUE	Healthy vs. Pre treatment	NA
ANKRD49	282.5090255758657	1.0348674211127056	0.19212288361190227	5.3864870319310265	7.184811060297432e-8	4.759298650541079e-7	TRUE	Healthy vs. Pre treatment	NA
ZDHHC23	97.49723733414656	1.0341813709866632	0.1898551469471598	5.447212717780546	5.1165259893338923e-8	3.519140818472583e-7	TRUE	Healthy vs. Pre treatment	NA
ARHGAP25	449.78860866599786	1.033544987921546	0.2010283287207817	5.141290257439728	2.728581400881563e-7	1.5758423614598244e-6	TRUE	Healthy vs. Pre treatment	NA
PARP14	5541.655891170676	1.03351895221886	0.20261701477920777	5.1008497649868545	3.3813188888477826e-7	1.911428001814658e-6	TRUE	Healthy vs. Pre treatment	NA
KCNE3	299.431387502054	1.0332787804151036	0.18247170702087245	5.662679421839956	1.490274191228019e-8	1.1688553911231469e-7	TRUE	Healthy vs. Pre treatment	NA
USPL1	624.3957513131656	1.0327868057261198	0.22970962641773743	4.496053656227492	6.92262741419242e-6	2.8412403451325627e-5	TRUE	Healthy vs. Pre treatment	NA
ALG6	168.05268786091395	1.032730966012854	0.26870519600589854	3.8433606099309814	1.213609411273414e-4	3.666318717207607e-4	TRUE	Healthy vs. Pre treatment	NA
POLB	104.21410191665476	1.032429301523814	0.16836309449032266	6.132159216063571	8.669427394105504e-10	9.369208246193247e-9	TRUE	Healthy vs. Pre treatment	NA
HS3ST3B1	13.615596074796397	1.031558973924431	0.38688051135290863	2.6663503165799245	0.00766797441952985	0.01510810310439398	TRUE	Healthy vs. Pre treatment	NA
PPIL1	143.65954464066743	1.0313539723772762	0.2262198529168706	4.559078078599359	5.137866830587117e-6	2.1777207599808148e-5	TRUE	Healthy vs. Pre treatment	NA
ZNF600	217.5332875989461	1.0312771831278296	0.2654990774916054	3.884296672030571	1.0262653487569902e-4	3.1598892628735217e-4	TRUE	Healthy vs. Pre treatment	NA
RBM47	853.6557822654017	1.0310567169791316	0.23499525947833697	4.387563899237634	1.1462732269347658e-5	4.440049622192268e-5	TRUE	Healthy vs. Pre treatment	NA
SLC14A1	13.563147783676513	1.0297795688287177	0.33022750841911425	3.118394266300051	0.00181839373728427	0.00416164734936441	TRUE	Healthy vs. Pre treatment	NA
C1orf27	614.737067698489	1.029569696313306	0.2201016066790028	4.677701866187807	2.901079252623492e-6	1.2997712153130584e-5	TRUE	Healthy vs. Pre treatment	NA
ZNF816	189.0669027935037	1.029475426451648	0.256553757589682	4.012708432429722	6.0026037104400015e-5	1.9638222308064368e-4	TRUE	Healthy vs. Pre treatment	NA
