gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant	differentiation	diff_expr
immunoglobulin_heavy_chain	377.70803401216153	8.0184625915601	1.0530671983964464	7.614388335113068	2.6494311723199436e-14	1.0490996591447453e-12	TRUE	Healthy vs. Pre treatment	NA
SULT1A4	33.36607334735611	7.817234485771753	1.4108655702755672	5.540736587855714	3.012020011342753e-8	2.1789246835013166e-7	TRUE	Healthy vs. Pre treatment	NA
DKFZp667J0810	10419.788258336775	7.608346024070795	0.8320044956939591	9.144597250913671	5.985246532838724e-20	2.018575990152729e-17	TRUE	Healthy vs. Pre treatment	NA
abParts	64355.54652305825	7.215203509434226	0.7306212764470713	9.87543579968126	5.320119769727789e-23	4.955564895983108e-20	TRUE	Healthy vs. Pre treatment	NA
Ig_kappa	31131.928536513868	7.201362718631498	0.8385724186648654	8.587645572814283	8.87696121514406e-18	1.2142813869191117e-15	TRUE	Healthy vs. Pre treatment	NA
FCRL5	474.73833238031233	7.106993709434888	0.8693471488661153	8.175092905871377	2.9563798127210687e-16	2.294831171295112e-14	TRUE	Healthy vs. Pre treatment	NA
IGHG1	59840.322641352934	7.090556271102816	0.7826221205305854	9.05999981995872	1.3045077145185702e-19	3.808578418462351e-17	TRUE	Healthy vs. Pre treatment	NA
IGJ	4071.0231367508	7.0879493992419995	0.7978215010313241	8.884129332287463	6.442330841875672e-19	1.3660120461403806e-16	TRUE	Healthy vs. Pre treatment	NA
AK128525	2706.553922261052	7.046703817530814	0.8350660093690336	8.43849915871348	3.214382743354771e-17	3.572530729702425e-15	TRUE	Healthy vs. Pre treatment	NA
MZB1	404.7985868877048	6.721677942051943	0.8707187156412736	7.719689288063035	1.1661362227819156e-14	5.136396072441392e-13	TRUE	Healthy vs. Pre treatment	NA
PNOC	16.086965091902414	6.505189595748907	0.9490166081480732	6.8546635958703	7.148052759117076e-12	1.3694716946237914e-10	TRUE	Healthy vs. Pre treatment	NA
IGLL5	5374.390029444177	6.398469277933706	0.9099383100791536	7.031761611814231	2.0394203614866638e-12	4.4723208173812366e-11	TRUE	Healthy vs. Pre treatment	NA
TNFRSF17	43.44636575207189	6.3782862655891455	0.7622601606659125	8.367597566711419	5.880482802911118e-17	5.8095012175628466e-15	TRUE	Healthy vs. Pre treatment	NA
ELK2AP	1230.6555464640924	6.338655078140278	0.9991568903661806	6.34400376883477	2.2386934684741208e-10	2.834374300117947e-9	TRUE	Healthy vs. Pre treatment	NA
IGVK-A2	29.15648324563997	6.276505095077363	1.1454396652461103	5.479559758155211	4.26385423495097e-8	2.990507446750661e-7	TRUE	Healthy vs. Pre treatment	NA
ADAMDEC1	124.3761450838906	6.13416977194923	0.8391580218903795	7.309910186082384	2.673210031451708e-13	7.712486935874167e-12	TRUE	Healthy vs. Pre treatment	NA
FLJ00385	4121.803247664519	6.107599657506853	0.8224256242439659	7.426324615215397	1.1165677840246763e-13	3.6160898051832273e-12	TRUE	Healthy vs. Pre treatment	NA
BHLHA15	11.7149105878105	6.106371288467862	1.0416735019430683	5.862077970762857	4.571102757829683e-9	4.124323848980923e-8	TRUE	Healthy vs. Pre treatment	NA
IGHE	23.520159492606258	6.004028913106101	0.978298790998425	6.137213874074763	8.39812900821346e-10	9.116304191435267e-9	TRUE	Healthy vs. Pre treatment	NA
AK128652	1026.1600097605606	5.975975604440714	0.8158464452081403	7.324877909979876	2.391163065518072e-13	6.9811254812834335e-12	TRUE	Healthy vs. Pre treatment	NA
IGKV	5.2991291183513125	5.763056851861338	1.3402526207782477	4.29997805079082	1.708150265600373e-5	6.346273000077662e-5	TRUE	Healthy vs. Pre treatment	NA
CXCL13	91.471974905371	5.756297802160188	1.0879459924232626	5.290977532201539	1.2166431348148274e-7	7.620479141886917e-7	TRUE	Healthy vs. Pre treatment	NA
DKFZp686O16217	9036.06482127954	5.660278199699884	0.7814731703001253	7.243087049970059	4.3858520213018133e-13	1.1792170141783164e-11	TRUE	Healthy vs. Pre treatment	NA
UGT2B17	8.126400123246224	5.581930290733919	1.1672882482099736	4.78196392304451	1.7359083847301986e-6	8.201957467079086e-6	TRUE	Healthy vs. Pre treatment	NA
ANKRD36BP2	253.21513335697713	5.569488566675561	0.5145996960777838	10.822953470679296	2.6799923684005648e-27	2.6211665359141732e-23	TRUE	Healthy vs. Pre treatment	NA
CSN1S1	355.4611394997219	5.553458486698512	0.8345606771380385	6.654349574368881	2.8455561566954708e-11	4.600159006704141e-10	TRUE	Healthy vs. Pre treatment	NA
KIAA0125	391.38406860491375	5.440288406951633	0.7374880937071705	7.376781338400525	1.6216200814923638e-13	4.9759181592009055e-12	TRUE	Healthy vs. Pre treatment	NA
MMP1	4634.24340487353	5.289139002847325	0.8762982874790527	6.035774665340491	1.5820188699038994e-9	1.6025826573894453e-8	TRUE	Healthy vs. Pre treatment	NA
C15orf48	44.48071802995905	5.240096726909901	0.6036895444666763	8.680118406786741	3.9535701115515775e-18	6.498805458156339e-16	TRUE	Healthy vs. Pre treatment	NA
IGH@	477.6170674756379	5.204821170669336	0.9233990449924312	5.6365892935399335	1.734511163470956e-8	1.3389413128908985e-7	TRUE	Healthy vs. Pre treatment	NA
CXCL6	32.66049300835533	5.085868926411513	0.8281974537982629	6.14088935324155	8.206073126502246e-10	8.927641625556753e-9	TRUE	Healthy vs. Pre treatment	NA
IL8	39.83046988829495	5.052192839643255	0.6271054773665082	8.056368540838832	7.859443421957987e-16	5.1763829217818244e-14	TRUE	Healthy vs. Pre treatment	NA
MMP3	20537.69845350718	5.024242897291323	0.776842063638464	6.467521691293953	9.962324416565107e-11	1.3834889111706554e-9	TRUE	Healthy vs. Pre treatment	NA
AQP9	110.22489872452758	4.988081319545953	0.5710745269713798	8.734554044985336	2.4461928072184517e-18	4.3108087839639767e-16	TRUE	Healthy vs. Pre treatment	NA
CCL7	3.252048331768727	4.949540477198522	1.2710000477543533	3.894209513165275	9.851947277652393e-5	3.048306559603898e-4	TRUE	Healthy vs. Pre treatment	NA
ANKRD22	17.06646479816211	4.9273064669435405	1.2751673833652384	3.864046815516957	1.1152383278094872e-4	3.396944398984955e-4	TRUE	Healthy vs. Pre treatment	NA
DQ575049	202.4054275934331	4.91158880468711	0.9066881065352892	5.4170654377012575	6.058517169952141e-8	4.0901154993347154e-7	TRUE	Healthy vs. Pre treatment	NA
CYP1A1	9.581699128152472	4.847923603118431	1.1954646384399803	4.055263072812193	5.007790956796878e-5	1.6682118342286058e-4	TRUE	Healthy vs. Pre treatment	NA
AMPD1	7.5815102005516115	4.820780605241419	0.8901404980190978	5.415752474996357	6.103148435110313e-8	4.115259791078692e-7	TRUE	Healthy vs. Pre treatment	NA
PLA2G2D	73.31100665288618	4.697104505792631	0.6921004160524049	6.786738451313072	1.14696864953305e-11	2.083180478506591e-10	TRUE	Healthy vs. Pre treatment	NA
CD79A	122.20322639932046	4.669385032332134	0.7301386057377592	6.395203589617089	1.6033358224504956e-10	2.1176807577956883e-9	TRUE	Healthy vs. Pre treatment	NA
MMP13	27.925610624164104	4.63393407590818	0.7344761449102731	6.309168933559145	2.8053777518898317e-10	3.455667141354975e-9	TRUE	Healthy vs. Pre treatment	NA
UBD	127.12485551317708	4.632967711827202	0.7459114741899326	6.2111495427237555	5.259838741582172e-10	6.023870352698413e-9	TRUE	Healthy vs. Pre treatment	NA
X07060	67.00350478145545	4.6222283348917905	0.7131265269637435	6.481638475253063	9.073183941544539e-11	1.2696079433935923e-9	TRUE	Healthy vs. Pre treatment	NA
FLJ00382	17.259268228996255	4.594891662765073	1.2080215705141095	3.8036503444301735	1.4257939349882027e-4	4.250869556821251e-4	TRUE	Healthy vs. Pre treatment	NA
SLAMF7	357.8215348626051	4.5538682657134	0.558473243683753	8.15413865788013	3.5167720990464687e-16	2.676715137332606e-14	TRUE	Healthy vs. Pre treatment	NA
BCL2A1	36.29288611402573	4.535631837383395	0.6059174729052756	7.485560394282374	7.124248719126765e-14	2.4752651721996207e-12	TRUE	Healthy vs. Pre treatment	NA
BC065763	13.113832551674555	4.483165960798638	0.6544600994562759	6.85017461648654	7.375989904351429e-12	1.403518857188894e-10	TRUE	Healthy vs. Pre treatment	NA
POU2AF1	189.85000600869645	4.455997279132804	0.7027883466446431	6.3404541358821485	2.2908886577931582e-10	2.8911014861349654e-9	TRUE	Healthy vs. Pre treatment	NA
SPP1	737.7120080595555	4.280271924070239	0.5094715837909372	8.401394818178238	4.412062621438276e-17	4.640019190212587e-15	TRUE	Healthy vs. Pre treatment	NA
FCRLA	24.68914284826632	4.259773516341775	0.7365934680698164	5.783072618746086	7.334838034938749e-9	6.213805404999431e-8	TRUE	Healthy vs. Pre treatment	NA
DERL3	193.08221221757293	4.1713003085648355	0.624868734288017	6.675482512847543	2.4642004807388535e-11	4.0780224707049666e-10	TRUE	Healthy vs. Pre treatment	NA
MT1H	4.648393717543528	4.148816408232592	0.911561983968302	4.5513267130464925	5.330869350036207e-6	2.2488060244998547e-5	TRUE	Healthy vs. Pre treatment	NA
DPEP1	5.607497330767272	4.097623493401458	0.8331688858511146	4.918118718770415	8.73799154430125e-7	4.444197935467414e-6	TRUE	Healthy vs. Pre treatment	NA
Ig_alpha_1-[alpha]2m	6.733433089954495	4.057528809562733	0.9699008888256216	4.183446841125884	2.87122252116901e-5	1.0115991307022156e-4	TRUE	Healthy vs. Pre treatment	NA
E02193	250.16224307160135	4.039850508241986	0.762581014698375	5.297601737226405	1.1733353365596357e-7	7.365729306303926e-7	TRUE	Healthy vs. Pre treatment	NA
MS4A1	267.64099972905353	3.9899031145871624	0.717062054307139	5.564236861539697	2.6330210933066122e-8	1.9362603611342344e-7	TRUE	Healthy vs. Pre treatment	NA
PIM2	493.90022806962384	3.9285803393929046	0.4399138644100941	8.930339907929396	4.2470184745959487e-19	9.334373975457456e-17	TRUE	Healthy vs. Pre treatment	NA
CD19	24.640112752645408	3.89980860085636	0.6845188670912724	5.697152830027645	1.218247156659407e-8	9.72261633268652e-8	TRUE	Healthy vs. Pre treatment	NA
LILRA3	8.876155262400465	3.883651899436591	0.7036000210111489	5.519687014584458	3.3960399541031084e-8	2.430659990567541e-7	TRUE	Healthy vs. Pre treatment	NA
FCRL1	39.765015339358875	3.861512185778905	0.8229670437466305	4.692183259488773	2.703048280879002e-6	1.22168039330578e-5	TRUE	Healthy vs. Pre treatment	NA
CXCL5	4.257235599920263	3.853889151142825	0.8678346905570894	4.440810206225907	8.96208122906775e-6	3.57186778569263e-5	TRUE	Healthy vs. Pre treatment	NA
TMEM156	26.279337128641476	3.809026147667155	0.6015464503348542	6.3320565611298	2.419147653911498e-10	3.027571801545925e-9	TRUE	Healthy vs. Pre treatment	NA
RP11-290F5.1:ENSG00000249096	11.609956277660263	3.792036059181851	0.579133563001704	6.547774643775383	5.840075526979425e-11	8.634748101530199e-10	TRUE	Healthy vs. Pre treatment	NA
CXCL10	174.88519734404844	3.788664392809767	0.5788343188055871	6.545334769762096	5.936225788536e-11	8.754122781131114e-10	TRUE	Healthy vs. Pre treatment	NA
HBB	1676.615868445033	3.764876425512305	0.4637250741175157	8.11876828674186	4.70938676729527e-16	3.3376925563428544e-14	TRUE	Healthy vs. Pre treatment	NA
TCL1A	9.13426176079369	3.764195219293608	0.9192729612567412	4.094752459756419	4.22619680712738e-5	1.431987454429563e-4	TRUE	Healthy vs. Pre treatment	NA
RP5-1028K7.2:ENSG00000266088	11.40572538893257	3.762733423080935	0.7074684877208492	5.318588019662613	1.0457562665208383e-7	6.652370188427354e-7	TRUE	Healthy vs. Pre treatment	NA
GLDC	9.26344367216405	3.7303950001113257	0.7027938119463603	5.307950833801654	1.108645352678568e-7	6.997809533315737e-7	TRUE	Healthy vs. Pre treatment	NA
CCL18	582.1130456454007	3.695890646475181	0.4794560113576121	7.708508307175076	1.27296835657291e-14	5.508967704186437e-13	TRUE	Healthy vs. Pre treatment	NA
S100A9	770.9023745529234	3.688584407876153	0.4192164289268013	8.798759192999592	1.3833717417777479e-18	2.6456209277035444e-16	TRUE	Healthy vs. Pre treatment	NA
RP11-38J22.6:ENSG00000240754	7.238043702851077	3.684372839936427	0.801982948562734	4.5940787725466485	4.34665174261364e-6	1.8703223655359742e-5	TRUE	Healthy vs. Pre treatment	NA
LAX1	191.28369527028053	3.6794394208326833	0.4604259595814481	7.991381337788797	1.3343511393085897e-15	8.220415050613856e-14	TRUE	Healthy vs. Pre treatment	NA
AMTN	58.423135247994765	3.643008021730651	1.0696641242836569	3.405749467544624	6.598269932081017e-4	0.00167469518802954	TRUE	Healthy vs. Pre treatment	NA
IRF4	660.8540368461635	3.631024893807444	0.4045725498748577	8.974966034968492	2.834392271060306e-19	6.761408196854957e-17	TRUE	Healthy vs. Pre treatment	NA
CXCL9	580.9286419802343	3.629045925400366	0.5700289827954086	6.36642352394717	1.9348670307330703e-10	2.491634890597076e-9	TRUE	Healthy vs. Pre treatment	NA
TNFAIP6	1096.6444473649988	3.617055596910068	0.4738164106071735	7.633875728945269	2.2779950603282903e-14	9.16988745537459e-13	TRUE	Healthy vs. Pre treatment	NA
RAB3B	8.238472425010444	3.6121518495487495	0.681261663130362	5.302150473213331	1.1444644507482025e-7	7.202982342691631e-7	TRUE	Healthy vs. Pre treatment	NA
HLA-DPB2	4.16391854977554	3.5656558423800147	0.6829284315440474	5.221126662303908	1.778378492314213e-7	1.0720142276782224e-6	TRUE	Healthy vs. Pre treatment	NA
EMR3	2.8422255997785353	3.5579136828189992	0.6385610338168397	5.57176760622623	2.521676506186789e-8	1.8656018962753317e-7	TRUE	Healthy vs. Pre treatment	NA
HIST1H3J	24.57023644794985	3.519455191329691	0.5799860486663682	6.068172155903403	1.2937418595345942e-9	1.3389885986431852e-8	TRUE	Healthy vs. Pre treatment	NA
AV2S1A1	3.368704827950489	3.513344659844524	0.8070120324648787	4.353522027563356	1.3396762746742587e-5	5.102298989272426e-5	TRUE	Healthy vs. Pre treatment	NA
VNN3	3.741987058146555	3.5056782316381243	0.5551045105644284	6.31534812800127	2.695539877459544e-10	3.3350699268175926e-9	TRUE	Healthy vs. Pre treatment	NA
FAM92B	4.89740289996959	3.457789431910021	0.7623268279839731	4.5358359498568195	5.737576694779254e-6	2.39659914000805e-5	TRUE	Healthy vs. Pre treatment	NA
GTF2A1L	3.6690838579725793	3.4447562141738817	1.1804527502665672	2.9181652661624913	0.00352097681672647	0.0075511267966217	TRUE	Healthy vs. Pre treatment	NA
SMPDL3B	20.08742186275759	3.4301846843015857	0.7279200393222014	4.712309730469274	2.4492473173667646e-6	1.1191246618783295e-5	TRUE	Healthy vs. Pre treatment	NA
BTLA	54.16390050447011	3.416931234343963	0.5372691870504116	6.359812393304726	2.0200031265163316e-10	2.591034830018752e-9	TRUE	Healthy vs. Pre treatment	NA
CASP5	5.26725908748776	3.3910311472640005	0.6846471307754006	4.9529618906362325	7.309229371807601e-7	3.797498957288937e-6	TRUE	Healthy vs. Pre treatment	NA
ZBP1	78.6160749587542	3.3899116465087293	0.5140677128167345	6.59429013336466	4.2729537444570716e-11	6.617834378093808e-10	TRUE	Healthy vs. Pre treatment	NA
TLR10	63.02353497515556	3.376431393059889	0.6216396027679817	5.431493389458481	5.58843864978573e-8	3.804923370290939e-7	TRUE	Healthy vs. Pre treatment	NA
HOOK1	28.59001474166522	3.3695139913792267	0.5048006495379175	6.674939888575024	2.473335221141977e-11	4.0896796501063565e-10	TRUE	Healthy vs. Pre treatment	NA
SPIB	36.81892878706274	3.351372179502711	0.7064059500931396	4.744258140890281	2.092718448761852e-6	9.704994209632668e-6	TRUE	Healthy vs. Pre treatment	NA
GPR84	13.939451573509896	3.336689951904958	0.5460431696687248	6.110670615895208	9.92133463632705e-10	1.0547349283760513e-8	TRUE	Healthy vs. Pre treatment	NA
SLC28A3	43.09290770671449	3.2973113513379215	0.647460293976786	5.0926850372327905	3.530278929442157e-7	1.986645170852072e-6	TRUE	Healthy vs. Pre treatment	NA
LAMP5	27.156715243835517	3.28397393708296	0.8024909002727105	4.092225763515782	4.272523780320697e-5	1.4459314475234107e-4	TRUE	Healthy vs. Pre treatment	NA
FCRL3	42.89038510078185	3.270185657871117	0.656296188522271	4.982789348867512	6.267416926490718e-7	3.3080664462786008e-6	TRUE	Healthy vs. Pre treatment	NA
IL1B	13.401367583311954	3.243339338926696	0.5451568454631889	5.949369187817893	2.6917786980936647e-9	2.584873986912625e-8	TRUE	Healthy vs. Pre treatment	NA
CACNG6	1.130519869889416	3.2331785954211707	1.115882601247575	2.897418233608467	0.00376247801288239	0.00800473593380041	TRUE	Healthy vs. Pre treatment	NA
AJ004954	7.101291004956688	3.230610240770363	0.6013075653006565	5.37264193434028	7.759131055253286e-8	5.081265243289077e-7	TRUE	Healthy vs. Pre treatment	NA
CR1	431.5815088434127	3.1977467425330492	0.3786671339201037	8.444743301138338	3.047142947516445e-17	3.4453851558594902e-15	TRUE	Healthy vs. Pre treatment	NA
FCGR3B	62.506732071496245	3.193620609434507	0.5928111476451007	5.387247898628313	7.154472412075029e-8	4.744021520427106e-7	TRUE	Healthy vs. Pre treatment	NA
MT1G	23.930026168831628	3.192302499985281	0.6187011315929399	5.15968427561497	2.473666412274228e-7	1.4426770629247518e-6	TRUE	Healthy vs. Pre treatment	NA
SULT1B1	4.360013106446955	3.1795117776059274	0.5561559548542011	5.716942792493252	1.0845760960314271e-8	8.75945211167248e-8	TRUE	Healthy vs. Pre treatment	NA
S100A8	404.6121793022868	3.1774867360263035	0.4643281075318133	6.8431927434171085	7.744733472322488e-12	1.4679722039932188e-10	TRUE	Healthy vs. Pre treatment	NA
DLGAP5	32.47173848359331	3.1297710724493317	0.5528436962853471	5.661222319217543	1.5029855790101877e-8	1.177880645473489e-7	TRUE	Healthy vs. Pre treatment	NA
CTLA4	16.125618100036906	3.129556871896958	0.5891931837480504	5.311597211612028	1.0866857709019045e-7	6.872505775820289e-7	TRUE	Healthy vs. Pre treatment	NA
PKHD1L1	56.96470930781403	3.1194255044076917	0.7089830727105948	4.3998589310199705	1.0832127217817868e-5	4.221702341257926e-5	TRUE	Healthy vs. Pre treatment	NA
CLEC4D	8.376605509100967	3.1156146208912587	0.6670231999729993	4.670923921412894	2.9984798676529062e-6	1.3400334633575168e-5	TRUE	Healthy vs. Pre treatment	NA
ZBED2	6.59661251739655	3.1121206408523596	0.7168994108291474	4.3410841100468485	1.4178143274322575e-5	5.365421949874713e-5	TRUE	Healthy vs. Pre treatment	NA
LAMP3	41.87966880282431	3.0831273838574247	0.5927928084472122	5.201020221438761	1.981975343872369e-7	1.1841606506257608e-6	TRUE	Healthy vs. Pre treatment	NA
LIPN	7.0264848821335	3.079290708140097	0.621141215145889	4.957472846841851	7.141601942628638e-7	3.717319733894592e-6	TRUE	Healthy vs. Pre treatment	NA
HMMR	33.39648034612174	3.0696356911473504	0.4928060113063865	6.2288925474143655	4.697438186078726e-10	5.442881994174613e-9	TRUE	Healthy vs. Pre treatment	NA
RNASE2	28.108972292524975	3.069175744365479	0.5332314069099007	5.7558045242524	8.623012204785213e-9	7.153971191855085e-8	TRUE	Healthy vs. Pre treatment	NA
SLAMF1	63.508618238122665	3.068249068597179	0.5100110509699278	6.016044285240585	1.7873069488139996e-9	1.7819322745030913e-8	TRUE	Healthy vs. Pre treatment	NA
RP11-284N8.3:ENSG00000259834	132.97204776466307	3.066134116503929	0.4629376850155322	6.623211321413715	3.5147797825784866e-11	5.540097286625123e-10	TRUE	Healthy vs. Pre treatment	NA
C19orf59	2.1735171854727544	3.052758505117151	0.8702542745196523	3.5078925717453777	4.516714027862401e-4	0.001188957651716	TRUE	Healthy vs. Pre treatment	NA
FCGR1A	221.81043626797825	3.0413137522931035	0.5122107502932339	5.937621868639015	2.8918607128974814e-9	2.7507736246854636e-8	TRUE	Healthy vs. Pre treatment	NA
ICOS	20.18328744815796	3.0374985454571393	0.5668694985955648	5.358373581543244	8.39744634470861e-8	5.451790506101729e-7	TRUE	Healthy vs. Pre treatment	NA
NUGGC	64.71424825652706	3.0367307922548523	0.5342300159941252	5.684313313253155	1.3133930252760388e-8	1.0426656236779461e-7	TRUE	Healthy vs. Pre treatment	NA
CXCR1	6.154607808016189	3.022957483257712	0.4689221924440126	6.446607842341863	1.1438123738518916e-10	1.5624381176617915e-9	TRUE	Healthy vs. Pre treatment	NA
GPR114	34.669907999750365	3.0220287401477997	0.6134890082246819	4.925970473200431	8.394267389799902e-7	4.288332839171478e-6	TRUE	Healthy vs. Pre treatment	NA
DAZL	5.7187616705341835	3.0217230803583925	0.9033638520116952	3.344967892648501	8.229209620146464e-4	0.00203890524863438	TRUE	Healthy vs. Pre treatment	NA
RP11-16E12.2:ENSG00000259772	9.4973536266565	3.005531544181007	0.9520907852528788	3.156769911792316	0.00159527169845821	0.00370035689476356	TRUE	Healthy vs. Pre treatment	NA
CLEC4C	8.134293106458928	2.999039309981737	0.8663234794124746	3.4618007952591023	5.365741487341908e-4	0.00138743250804884	TRUE	Healthy vs. Pre treatment	NA
GBP5	420.5780490070486	2.9943304598980656	0.4718069307185027	6.346516477276152	2.2024496760516302e-10	2.7939116804958455e-9	TRUE	Healthy vs. Pre treatment	NA
APOBEC3A	7.362859899875607	2.989313043325608	0.7143391881524819	4.184724977859556	2.855115566794185e-5	1.0070125424100444e-4	TRUE	Healthy vs. Pre treatment	NA
AC079767.4:ENSG00000224137	3.5438582714760902	2.987145932992829	0.8784051185005245	3.4006472299387513	6.722652269325074e-4	0.0017014076988002	TRUE	Healthy vs. Pre treatment	NA
FAM46C	1508.6662300006087	2.977883440126307	0.44087512022595393	6.754482853557499	1.4334561824965912e-11	2.512530142098192e-10	TRUE	Healthy vs. Pre treatment	NA
NEIL3	12.78985120064752	2.968959097729511	0.485215245570042	6.118849572093535	9.42533259586852e-10	1.0085827730185129e-8	TRUE	Healthy vs. Pre treatment	NA
FAM26F	59.60325612424825	2.956349998805514	0.4256415440050626	6.945633104766558	3.767667944601665e-12	7.68502113288354e-11	TRUE	Healthy vs. Pre treatment	NA
T-Cell_Receptor_V-alpha_region	3.3880765230913013	2.950512067311774	0.7734599763191934	3.814692624889165	1.36352544386032e-4	4.080147041051204e-4	TRUE	Healthy vs. Pre treatment	NA
EAF2	103.31700142775524	2.9459582282962	0.32290391296274995	9.12332774560104	7.285224590759929e-20	2.2684600150200485e-17	TRUE	Healthy vs. Pre treatment	NA
CD80	39.46468189122386	2.9408757932225535	0.42166397120698335	6.974453579243454	3.070619102668786e-12	6.465487649871271e-11	TRUE	Healthy vs. Pre treatment	NA
JSRP1	17.890264933218727	2.9147417467550674	0.8417334935389427	3.4627845620119873	5.346162680133834e-4	0.00138291838384154	TRUE	Healthy vs. Pre treatment	NA
HBA1	312.0899705511154	2.90628613656469	0.4866415177179387	5.9721294438531585	2.341766034625034e-9	2.274443167989091e-8	TRUE	Healthy vs. Pre treatment	NA
GZMK	58.13711940893239	2.8938229759722995	0.5033148561542145	5.749528233845017	8.949280825227665e-9	7.380138373620505e-8	TRUE	Healthy vs. Pre treatment	NA
HLA-DQB2	30.82511585840951	2.8766453947251187	0.6678984599171275	4.307010073180962	1.6547607716687377e-5	6.173712655848213e-5	TRUE	Healthy vs. Pre treatment	NA
FPR2	17.14031806970889	2.8679025758681456	0.4906444481152961	5.845174824426465	5.060365298471341e-9	4.5240313347074e-8	TRUE	Healthy vs. Pre treatment	NA
DCC	11.787252711916487	2.86402980295075	0.6401674869752384	4.473875760987421	7.68143844285041e-6	3.11154726404218e-5	TRUE	Healthy vs. Pre treatment	NA
CXCL11	27.18027248408632	2.8637441127665233	0.6458310641040509	4.4342000128769605	9.241480081800218e-6	3.667530774601218e-5	TRUE	Healthy vs. Pre treatment	NA
SRGN	1431.8246559375923	2.861532513031978	0.28367198920068826	10.087469408223953	6.276675796818578e-24	1.0231504605130684e-20	TRUE	Healthy vs. Pre treatment	NA
HBA2	590.4656577085975	2.859371545674262	0.509208498682964	5.615325653577754	1.9619238988562433e-8	1.4909554539831768e-7	TRUE	Healthy vs. Pre treatment	NA
AIM2	49.99024918492552	2.8533466531454965	0.5671382901338266	5.0311303306151265	4.875965296252632e-7	2.646469399555986e-6	TRUE	Healthy vs. Pre treatment	NA
FPR1	228.11830115887335	2.8512868757176646	0.4250147480483442	6.708677496041475	1.963961794866232e-11	3.3377112658017695e-10	TRUE	Healthy vs. Pre treatment	NA
IL21R	187.98636244155657	2.835952827332404	0.4878882739889251	5.8127095454579	6.146966436998899e-9	5.3274616957968755e-8	TRUE	Healthy vs. Pre treatment	NA
AK124066	55.95500504769587	2.825547418309722	0.43384596308790335	6.5127894661018795	7.376787091718339e-11	1.058674484967736e-9	TRUE	Healthy vs. Pre treatment	NA
SPAG4	20.204618571560182	2.82280667127437	0.577228779435488	4.890273617394802	1.0069590716116365e-6	5.054433256298491e-6	TRUE	Healthy vs. Pre treatment	NA
TPTE2	7.805034963007303	2.818600201208842	0.4310090620665916	6.53953814264203	6.170910279769615e-11	9.028360208120675e-10	TRUE	Healthy vs. Pre treatment	NA
ASPM	175.01034058040872	2.813718026386679	0.4478298814569277	6.283006433676987	3.3208731349766405e-10	3.992599839783532e-9	TRUE	Healthy vs. Pre treatment	NA
SEL1L3	921.2633326620942	2.813013154422576	0.33590200787538593	8.374505327357724	5.54563138474638e-17	5.534596710052242e-15	TRUE	Healthy vs. Pre treatment	NA
CXCL1	126.67606053548366	2.8058751443082275	0.5190275502844767	5.4060235198889535	6.443933834804191e-8	4.321213223949428e-7	TRUE	Healthy vs. Pre treatment	NA
SEC11C	326.9991439672474	2.8002068609231907	0.27260769301385857	10.271928975903243	9.429997812208648e-25	2.049557635606815e-21	TRUE	Healthy vs. Pre treatment	NA
SIRPG	12.837145282722954	2.792150481908722	0.5631300582440923	4.958269303924186	7.11239284896561e-7	3.70408723425496e-6	TRUE	Healthy vs. Pre treatment	NA
AL833181	23.123437327701748	2.790419741664913	0.5766182925916182	4.839284111371729	1.303076545670653e-6	6.348562966342128e-6	TRUE	Healthy vs. Pre treatment	NA
BUB1	56.62752370091646	2.786877922099338	0.426934968722519	6.527640334635211	6.681389817277567e-11	9.702647825966334e-10	TRUE	Healthy vs. Pre treatment	NA
CDC25C	4.973675421295178	2.786287601076084	0.605535731797023	4.601359514833806	4.197422174833348e-6	1.8160976589673772e-5	TRUE	Healthy vs. Pre treatment	NA
SLAMF6	139.66266726136993	2.7850667133831055	0.45880682021623304	6.070238258599817	1.2772062036579842e-9	1.3267886643523012e-8	TRUE	Healthy vs. Pre treatment	NA
SLCO5A1	19.75207541917836	2.7843694868950233	0.528891790087068	5.264535277502891	1.4054441178169174e-7	8.691714318247459e-7	TRUE	Healthy vs. Pre treatment	NA
FCAR	7.10499090728252	2.7686120785640216	0.5975661068286579	4.63314777549436	3.601472650220973e-6	1.5838220888258195e-5	TRUE	Healthy vs. Pre treatment	NA
SELE	81.67100247273547	2.7562487950771737	0.4939262626649899	5.580283948064986	2.4012625452319142e-8	1.7893751103726276e-7	TRUE	Healthy vs. Pre treatment	NA
CR2	14.422658895341238	2.756160818275391	0.94926695693369	2.9034622959786853	0.0036906140657742	0.00787006450895118	TRUE	Healthy vs. Pre treatment	NA
SLAMF8	302.14317537542195	2.74743848314126	0.432172655165254	6.357270526731257	2.053701316484859e-10	2.625650421683682e-9	TRUE	Healthy vs. Pre treatment	NA
CLEC4E	20.855541149818723	2.7334118712559263	0.49012852632462217	5.576928753266508	2.4480207125582208e-8	1.819366761335538e-7	TRUE	Healthy vs. Pre treatment	NA
CXCR6	23.440652635431498	2.7253327179492017	0.5540696049981626	4.918755140806252	8.709633792748222e-7	4.433233063230497e-6	TRUE	Healthy vs. Pre treatment	NA
WNT10A	9.727747391599522	2.723384419446605	0.6875113644748684	3.961220948728269	7.456749204796245e-5	2.3790812460450063e-4	TRUE	Healthy vs. Pre treatment	NA
